-102.47910945595378 -147.26668857849887 61.949383334308898
-102.47910945595378 -147.26668857849887 61.949383334308898
-90.079745441129717 -191.87521670272457 74.510100149639584
-74.996216014432392 -215.49527519744498 96.38311757553474
-36.946079056912453 -216.04066243212367 94.987038544428628
-43.808943585974902 -182.11196441041966 63.729808484753725
-36.669552443553989 -145.91778041139932 49.564963225452111
-29.643147194936262 -151.50230852990717 6.0508957973280602
-18.369641721365831 -151.49558205488657 -26.822185142096416
-21.59778378551189 -164.62895320394944 -51.507881305872623
-62.215375243165653 -159.03920911186765 -68.625048546035501
-95.637590613387644 -152.35527249460944 -89.219583590049979
-106.60750776538454 -104.6793288004904 -94.153792665612713
-95.433353999014656 -72.100585995031281 -98.390908268298077
-97.4954606029807 -50.729029047013384 -96.880505701649255
-104.95643719725648 -30.837972437909258 -78.415142741536556
-79.02288780160535 -30.454585785619251 -42.341115802730563
-64.967788983306079 -28.490472112674897 -10.618444476916268
-49.319945250701679 -35.91244028886095 2.1618693241413935
-21.335988720145096 -38.868941863575856 2.8306064550430636
