-7.2908557474574245 -143.92847139095133 -109.34199596815056
-7.2908557474574245 -143.92847139095133 -109.34199596815056
-23.550315344893274 -131.7056137697395 -132.46655381908724
-34.924005045255669 -120.33037074820386 -143.99228834144918
-57.724319255051356 -106.7206000508628 -162.87910723159317
-79.999456062434888 -93.635344769693262 -180.26902094511439
-101.8789445674316 -74.22943314511312 -194.05779032279153
-130.19336640137428 -63.469919547164622 -211.09474441391811
-144.68894305507052 -42.590613126563994 -223.36774501759649
-133.34317705049932 -16.782975425175074 -260.37995348940393
-167.29918861996896 -12.161949527845163 -262.5809259946447
-184.69695783414517 29.894495951504044 -243.9730209900334
-180.68869290081707 69.343676795511314 -234.54624827213595
-170.65969758393874 73.567030515711835 -206.18335905331006
-158.79960792484857 69.736237146992153 -176.34890112934929
-136.15039744564166 70.406832270810199 -143.60110838717117
-116.84056215772002 44.926609117981442 -134.68614654677933
-109.67725000335018 11.220442669635833 -141.78735707669517
-89.736226596741417 -17.360437467833204 -161.62310506429188
-72.574922494541198 -39.955270596948111 -144.40244268564007
-57.082936036605119 -48.477384872238773 -118.92939055538712
-48.347812707519211 -23.083346303123637 -83.341717267910113
-33.629770455801093 -16.678967959094553 -54.501901877404613
-18.509246056256767 -13.579973359140613 -26.090679472792925
