-543.36305400136996 -94.540011970088372 -368.86408923137674
-543.36305400136996 -94.540011970088372 -368.86408923137674
-537.3197084941263 -107.23391487599061 -354.9052560540153
-524.91092859216042 -121.94574231608479 -330.58974864836733
-501.36816900408843 -150.97796050808418 -305.03394680282031
-494.20582535877685 -164.51310705086649 -282.87864360958565
-489.2161527086497 -168.69863460639368 -256.60299939686945
-480.12076280482512 -143.24634375526168 -218.34616994246318
-452.35781188641994 -116.73667866198087 -192.82272814107395
-428.90204667730484 -87.827257346813383 -178.6831807539339
-382.38057994133703 -88.470359986250216 -178.74398903107485
-388.9638247144768 -55.976795633161345 -175.77719078459623
-385.20806013929416 -46.364036386285548 -147.20517579319778
-375.26096650288122 -42.086731662909727 -116.73893912596424
-370.03801100346601 -27.615382056970535 -85.577549590324921
-364.13089696521206 -31.369875111512645 -65.223512359733789
-343.74163477628383 -39.740635840019777 -47.591096893790507
-300.44651077387562 -16.611976253516264 -50.468326810847657
-280.38415939654828 14.515715351851679 -65.479459771269433
-265.26903680858322 15.076102959217746 -95.022768493559809
-255.38465017540278 9.4950388220380226 -111.23233824298819
-244.88800041737591 0.052924262240718889 -125.09835223317556
-233.00702759532675 -11.926085931792915 -135.43978961160906
-207.16632430210944 -28.013947319489763 -141.35106952772972
-176.70186196937209 -19.230019564711778 -109.60737089945765
-179.78349669214754 -17.611221749722713 -74.620624554222772
-172.99132789732025 -32.408699863188772 -51.564284699630107
-142.97438760386777 -34.272579035529802 -37.525149924634853
-108.68973673650048 -34.381175497978049 -37.377830424311455
-78.973777249953187 -46.53950331475383 -46.165086620287795
-61.728372187147144 -42.236949700366623 -58.304323933928941
-42.541513327017796 -22.070302949651275 -62.482928955817997
-18.509246056256767 -13.579973359140613 -26.090679472792925
