-220.97506955981601 -128.67711084034192 -22.35243068855598
-220.97506955981601 -128.67711084034192 -22.35243068855598
-209.09727872299356 -90.423915605329313 -5.541039856032004
-200.60896386628445 -50.972303998169387 13.052007846071117
-198.22164046140119 -14.229886932561158 28.222697934974899
-159.42358922029433 3.7143754564349081 20.333058503018531
-125.09356221547138 -23.023939612880611 10.629769496583886
-93.031864512898565 -29.571398808807061 6.3227867984781021
-61.147160622515102 -32.766262415460268 2.0111643046230472
-21.335988720145096 -38.868941863575856 2.8306064550430636
